SN,node1,node2,node3,node4,node5,node6,node7,node8,node9,node10
27,21.678382223171074,21.659428865805612,21.681793099899863,21.740590882124817,21.690349991166705,19.952007038893832,19.9157961070833,19.997421078866157,20.042915322899525,19.94404220170547
28,21.62835779674108,21.73768568539577,21.704357180793192,21.67769871049408,21.631284990030057,20.042319339850177,20.13874264271033,20.017988171845264,20.055686361841712,19.955074318175882
29,21.817264933375583,21.73421220811263,21.727587332178242,21.821685951587256,21.785116557787386,20.09118426701822,19.97355538517232,20.05889423543361,19.948516670414893,19.990369988872036
30,21.878193726926906,21.878140771109717,21.89413843496386,21.728735988417505,21.91076381496474,19.990620586184562,20.077280987152317,20.039023984427523,20.07267186547892,20.11741214670081
31,21.851020394377628,21.86364995659409,21.95061337028673,21.8414362198945,21.912372216770212,19.955312753528677,20.05257831410801,19.99387553942992,19.936827872300057,20.026628845915734
32,21.90753661402256,21.983040480710027,21.958905205493142,21.978128183493798,21.94764481523997,19.96054020823323,19.97263528966426,19.954664974564455,19.97406599529286,19.943788674173298
33,21.93534712284536,21.99539173982391,21.997350523702732,21.98172615348813,22.045965026962964,20.00133753745434,19.94202840843031,19.986424358795592,19.992059940207838,20.05425745019921
34,22.16593023277302,22.046710868685032,21.968935597842265,22.07942308612765,22.209107289338636,19.99721691783709,19.911244896606117,20.065534586190882,20.005418375304522,20.00328260443309
35,22.12654304002873,22.051160751099438,21.98131180186835,22.14734680147862,22.194340808456197,19.964130335669235,20.05841089096714,20.14978377733376,19.99735403701645,20.00618574274339
36,22.151389247130243,22.20570628593644,22.201154998459142,22.149270523452884,22.195936891767506,20.111363395228693,19.93963579837271,19.96083638247849,20.041651308001196,20.07109349368794
37,22.2400964694161,22.20201377812673,22.310000582087,22.26694463786193,22.316306840474873,20.018759657093153,19.998126179420094,20.045626610594173,19.99141587701029,19.949907721193426
38,22.315731381430968,22.252165997361672,22.27732522425846,22.26277533096173,22.22885745491425,20.025468505216573,19.905282605466432,19.93804446238783,19.992675599022597,20.062719707400493
39,22.362179617746257,22.386383566877154,22.40528450395344,22.276085072727945,22.35634698203505,19.92176894563072,20.026269254035256,20.08589273955419,19.964830998115417,19.887664285027427
40,22.471086695167344,22.382789251220895,22.37418002123473,22.3394876270644,22.43007440254279,19.953829655848722,20.016159790932466,19.95213453646565,20.08027799301288,20.026044690748417
41,22.529754333079765,22.517915200170773,22.478682380963257,22.39391297679663,22.46513050587443,20.050325151523815,20.090305202466446,20.00743314002703,19.967156857293187,20.070568048081224
42,22.498797401362697,22.538583913759492,22.447468089878736,22.54566090485972,22.45737126258602,19.930166604975508,20.02330357512315,20.006267171017228,20.083442412759567,19.980204427609152
43,22.566790942473315,22.530125856531285,22.553970557085435,22.560560636736604,22.606575404348803,19.991403376102046,19.98739996435414,20.05212042528042,19.993859657529214,20.05826784138238
44,22.690601129206478,22.724909802057535,22.61616984523704,22.59544266497035,22.667095863231765,20.04941252664723,19.947335820151324,20.07595886535068,20.005997411042703,19.910903209029367
45,22.7607090037125,22.668717870315973,22.625438886804538,22.70309607160316,22.738370934093123,19.945212517897115,20.046571115172807,19.98949606512297,19.88279437556039,20.009770308129173
46,22.811882850599005,22.770891540924715,22.69737240840705,22.703698372409903,22.78086729941539,20.025853435572305,20.04075787601491,19.98707171804886,19.921975427874752,20.046308838294593
47,22.701260925652505,22.810320079306734,22.824706193114192,22.833758018035283,22.74070531230327,20.012550510279162,20.056204679098265,20.050625175487976,19.957201746889954,19.930210013508827
48,22.832587413430044,22.884865939878733,22.8174710445953,22.765735658263065,22.87031082433813,19.97013931173529,19.946211551120133,19.965669620861195,19.994013687902328,19.96160106226072
49,22.845168866077497,22.968846900838905,22.900450887548054,22.937125246531124,22.834715911811738,19.93223972575596,19.975123006417068,19.979038184330633,20.004896137897614,20.005807652288517
50,22.95800840214386,22.994663066727572,22.945493156978603,22.93265493674355,23.018644121595884,20.06091241624619,20.00827841787187,20.007681652423322,20.00778185707245,20.06950068483489
51,22.879459899481,22.978672706566247,22.898832841909936,23.049526202161267,22.953259563328537,20.119942839408154,19.960461483339984,20.011936212142007,20.01388991718138,20.03811776732271
52,23.03657941109173,22.927802097909485,23.057509179155964,23.070928763825883,23.028569979691508,19.9671844595172,20.031923596617663,20.04264653975321,19.960612493901596,19.98443678765672
53,23.067762183019465,23.083567118139534,23.080498167972934,23.04489075798297,23.040387086493496,20.056256309027496,19.9390839017099,19.991007381892715,19.99229386505802,20.042359199680877
54,23.16431329644556,23.194443676328753,23.15080281052715,23.049114857631746,23.15978598477688,20.022270322730755,20.0476232563004,20.00841717940852,20.003891936343624,20.083979574182884
55,23.24863627780634,23.20636964929728,23.127192279132803,23.189587815878713,23.207446407341273,19.98695154323513,19.91268913535367,19.917051237452366,19.964044072774293,20.05325241764326
56,23.260611963102548,23.183883410383206,23.21345481820487,23.121939700695588,23.19166976076907,20.075511276880448,20.012715038212185,20.006286470256523,19.91134101096806,20.006871099010073
57,23.308598810938026,23.31318966663141,23.275941010233517,23.193871224216377,23.330936704142296,20.022628518131405,20.02837680545353,19.96157149815638,20.084063894751704,19.954568143191555
58,23.308641928255916,23.43083204444437,23.37947987975977,23.311625349243776,23.31006457090127,20.000278149211297,19.95537868536665,19.96783392112673,20.05293223565582,20.052664672987284
59,23.415585196859272,23.42232131440692,23.3389468601251,23.340358839942,23.39678980105722,19.990298314654506,20.00910933199253,20.03083009897001,20.01975875629058,19.920793873897562
60,23.34720789966755,23.336640000043595,23.42401221342592,23.453480515559534,23.449972679777954,20.045949720686867,20.05487229062898,19.951917834703284,20.023269297927182,19.960719370654655
61,23.600054477831915,23.451156337457963,23.52408061865811,23.544849582110125,23.499221132915597,19.973929196846125,19.976519379847065,20.027043305094825,19.951421618512807,19.951879754031488
62,23.490508794088306,23.488199698188737,23.512120638393615,23.496416819091245,23.56415622306587,19.98652923498862,19.98601279066442,20.037839096571513,20.00535762536407,19.993620341979163
63,23.50791726066441,23.579997006535198,23.504692173304772,23.54823112028974,23.588274989925576,20.033685753591747,20.00366240127832,20.039900509552627,19.972159143563484,20.005428843067623
64,23.605519940665854,23.568412322667374,23.599910305430146,23.58680481057396,23.60676461801077,19.9204699109516,19.994226650985205,19.9669901739331,20.01375746345798,19.991296397614718
65,23.695152365661542,23.72702831724381,23.617069440754502,23.714407443388524,23.624058345150278,19.979205671951178,19.94081379304785,20.020772772869652,19.99074314965598,20.0474505547991
66,23.70267311392604,23.77633045554408,23.749417919605317,23.7063755398166,23.743892151823417,20.073003520926477,20.02567807315646,19.977226976074167,20.056498796084107,20.019185008330098
67,23.715068055718113,23.67902402991804,23.700853014415937,23.618923989411282,23.7600740351333,19.95777472436015,20.034910534334458,19.94793170936654,19.998516812685427,19.970077850256388
68,23.713888886371727,23.837162800883533,23.76570790108708,23.739016700564378,23.798132146476267,20.007465045940247,20.093297116845065,19.893963032979794,20.008170470235406,20.032652021266998
69,23.78352791432291,23.87413556522958,23.791718314799763,23.76359423763673,23.71148314293627,20.057731800251737,19.98990864248237,19.957420024547908,19.99148700696684,19.910187848403993
70,23.79095185692048,23.860964542354946,23.825676201314018,23.86991934097829,23.830185499875306,19.985602370127985,20.051029483747975,19.984287175386953,20.088122323355392,19.999761207705532
71,23.83302201465348,23.935323114847545,23.83066054841859,23.926225196065214,23.89032228067328,20.04813084828719,20.057215587849694,19.92009302990048,20.02769522748202,20.033377395111867
72,23.956798912740478,23.889587105923862,23.839581673817285,23.94793547876942,23.986537515552623,20.09060267430245,20.000753834838473,20.021548603616743,20.030848511873497,20.01018946923041
73,23.884138062086837,23.98672315857735,23.918564992159936,23.979868245795064,23.999639048451794,19.929577554581556,20.067949359185377,20.077459113312173,20.025238453157936,19.928457866220572
74,24.02564413012715,23.985891307187458,23.96738781143663,24.00910270742639,23.92036787780682,20.01687383974745,20.093983981397336,19.95731517077243,19.990678636528322,19.90561368262225
75,24.06433196186876,24.05932109947355,24.08178168744829,23.989232089568944,24.05427488707778,20.009694614591687,20.004588801347477,20.001229045194652,19.964599936047083,19.96627829116049
76,24.077074154097414,24.215918281157045,24.0469850951736,24.13254156165032,23.963748536666262,20.060888323479137,20.002463097693948,20.023394957666092,19.94683596701386,19.96025895738752
77,24.115488465023105,24.165435343632637,24.151471321090376,24.054046744561024,24.107093799500426,20.005128485441457,20.008054002917437,20.03437035781122,20.027281780392716,20.0052489122076
78,24.12834811596406,24.206054461396885,24.183233303001817,24.212843835835198,24.135487246925287,19.994432610133487,20.01292342062534,19.976083857360607,20.041515329999456,20.063865905673854
79,24.18506598479978,24.220474251552655,24.203481620705396,24.200072707223445,24.18981924435212,20.051484870015848,20.004652951285316,19.966336217722834,20.02278426395732,20.024579505451843
80,24.211938599109985,24.171976444805928,24.166933759703355,24.152957325145355,24.149110159740943,19.955787373750137,20.002569194388304,19.987769990680505,19.927103047607392,19.991061506420053
81,24.22588930051789,24.278503063345056,24.236595415111733,24.22733822708418,24.248381256625976,20.01629048860049,19.92275516801773,20.154420655554485,20.034027126425702,20.019751496286666
82,24.31800623582641,24.259986517723803,24.24114094284694,24.28535011482539,24.318738141255903,19.99609480489186,20.044453896515837,20.024497999562787,19.962646875586838,19.950957607952287
83,24.349771084343683,24.319097652953356,24.40981181626915,24.215586399833352,24.276289308913864,20.09832662423662,20.064246515364143,19.942221804269714,19.973696971483292,19.964700068953125
84,24.378217990561325,24.42492797235423,24.405757278111107,24.331768820111215,24.40354128124729,20.02525889314993,20.096236354862366,20.04040220076244,19.923191688030812,20.009159797819777
85,24.445491371358315,24.406389120916064,24.395863958802945,24.465710188080397,24.37657222358342,19.957235283412007,20.08035939133879,19.941290033258024,19.97458848295861,19.99349977377187
86,24.29354337558658,24.414086249481958,24.47473065128757,24.42180186141297,24.368887410135898,19.8860215834581,19.945337067558143,20.053715668714382,20.085876679992907,20.042910811122642
87,24.400988294245042,24.406381720381194,24.38362336884972,24.434889110729443,24.518320533308966,19.98084542927865,20.012744291469566,19.97668869915268,19.984082088733157,19.956406195762796
88,24.442021241893045,24.52689193347032,24.47935589674099,24.499270128536416,24.373196604386056,20.01987401840406,20.008771280668366,20.031150377027927,19.992546310448496,20.02908359409948
89,24.47111883104004,24.42922815710264,24.517738178611378,24.553535620708267,24.367832314038427,20.051883923229067,19.938865833698088,20.034363333516136,19.99977763874722,20.008438728575577
90,24.459460364370113,24.52563666420116,24.545916739269273,24.50926464344836,24.522358227069976,19.994481151431682,20.001972760337193,20.007437143787236,19.9950583301203,20.027007957139837
91,24.530569537491818,24.514115210516707,24.49048110842911,24.538295212393653,24.578402412378058,20.028933600764237,20.10894526857049,19.97671164140605,20.0220382040301,19.915384356674767
92,24.50992750534666,24.665910271045888,24.590156845911093,24.579694830706725,24.55620702195295,19.951236096876844,20.020445163458092,20.044194088348796,20.029032467947292,19.99982251143192
93,24.581227201153833,24.563826068502472,24.63177316282496,24.64034785719534,24.54188347137867,20.001330450490027,20.054130636240043,19.956483220662104,20.015595720472998,19.959348365631097
94,24.575319554713463,24.698071309933425,24.691314684068104,24.635799897990903,24.680490598442443,20.04233371521885,20.00782661528509,20.0868783140794,20.02989020584008,20.052628435682468
95,24.664904850829295,24.623756026374064,24.612879503006862,24.62048417432865,24.6489337427696,20.036415606969957,20.008373542357774,20.011155111129998,20.052138918689995,20.049327917884188
96,24.621570426513987,24.613095977983168,24.688849748762525,24.71521886791472,24.726612379857457,19.89932046358018,20.00580430616326,19.99306485610628,19.94273707187166,19.991890536691308
97,24.703688179535863,24.729502702551663,24.71430716615772,24.662610190393064,24.64559242287822,19.98160145563955,19.968198441162514,19.9771142634697,20.033470910081984,20.029192947876826
98,24.685696973358876,24.799934145502103,24.70807253799063,24.779096360494094,24.731571023719233,20.005392083758593,19.994064864328298,19.898193954168935,20.01933716502886,20.02540489253959
99,24.81075644242338,24.695906767015746,24.62230310528122,24.757993499984487,24.73246026154885,19.99698939869168,19.988539514117985,19.97642565642324,20.0163632633278,20.048065110005208
100,24.662545460516643,24.694911740821517,24.695218122841936,24.75754405931975,24.72928839890799,20.010847159278946,19.97480215660614,19.99194040754071,20.013956119110347,20.041316653439214
101,24.841811803718247,24.822658780485888,24.7240404328644,24.841568867756152,24.76076196092441,19.937741632660668,19.979397508239547,19.920595053502353,19.895350356097786,20.066803118413848
102,24.71448069107123,24.867907505396563,24.86617434523048,24.791825760036414,24.80760934329833,19.947916303901614,20.004768234319233,20.01222368744656,20.07167175968477,19.941145291277216
103,24.793552701635782,24.819403440780416,24.858635283148935,24.784237579962138,24.79279591595313,20.004368853502392,19.96711158053121,19.905467265309817,20.02094402571336,19.991920372596603
104,24.793229461904144,24.78011732129386,24.951720587934503,24.821202244462032,24.903496459541394,20.061415453242645,19.977599984357248,20.03871008379554,20.010692329980383,19.988987116720303
105,24.788636358146427,24.857636462384498,24.81184220052581,24.866010772967577,24.83768156874438,19.920069559003544,20.053544258479796,19.995979400299454,20.0560254539666,19.979280256939155
106,24.805061827527208,24.850809480948733,24.899519151072433,24.927808798444406,24.782704569513832,20.029183658087582,20.013134054866907,20.05120087798865,20.089931672051588,19.929166649713736
107,24.852989811902773,24.91753545255063,24.89630545853437,24.87894359099331,24.706199262529733,19.927097657403248,19.981103341522047,19.96664966966531,20.0692319651649,19.921475721610314
108,24.975265230118904,24.92559504414225,24.866570717144622,24.82362682264998,24.89541848713253,19.955818289600565,19.9874666112094,20.04727140518213,19.95036271996728,19.98839854594251
109,24.875898373029724,24.948772442623337,24.943106535899016,24.957919368694437,24.933836336849705,19.98915188542495,19.984517773722406,19.990030912835902,20.025139040829274,20.044353982695114
110,24.92354056237798,24.986987081496654,24.938536054271328,24.89948510717075,24.909468862136787,19.962167564796992,19.95953458661869,20.062145090433994,19.975132393035793,20.008041222869295
111,24.88961593521546,24.861848650841093,24.8703283802821,24.923437357539633,24.923482907558128,19.94223981766611,20.017253495203192,20.031583230525733,20.023836995919947,19.96994067177015
112,24.850637618855146,24.99331598024846,24.87914555127696,24.941069730110573,24.981216226301157,19.879980632255055,20.00636523651237,19.965009699913775,19.902023526744497,19.931600672889406
113,24.999254398653214,24.926124543717965,24.94178253325421,24.90739761121563,24.896414107918712,20.006816587080113,19.975748215993686,20.0413014168537,20.011800737148786,19.909083630439337
114,24.93452270296872,24.9035462672809,24.893574669987352,24.8799607644352,25.014593677229232,19.961523224460645,20.022440445246453,20.072471095839425,19.95489419724746,19.924971561277392
115,24.950198337698584,24.907764925993067,24.940598903940817,24.931766340589952,24.95086876348718,19.996609208246337,20.074827950938936,19.980296821524107,20.00566175631463,19.96823481560376
116,24.99344064751521,24.940114611818476,24.87345022476701,24.943288433502694,24.944613983238803,19.977484181128208,20.094547544938763,20.00483853510357,19.991621244553215,20.054935353032587
117,24.945911195336368,24.926218956488214,25.066742821204404,24.972765102596387,25.030265801869636,19.9825472625529,20.02559150968216,19.988692730404033,20.068910218200628,19.939908696291567
118,24.941389644719926,24.93111281864891,25.007951768753017,24.965931927715854,24.968776547363035,20.066279140557906,19.994689408442994,19.962908358302936,20.001370445154627,20.123914904593953
119,24.969386995336713,24.974220384976704,24.988410795242746,24.954564504088218,24.963880136937814,19.991863754236473,19.96160810237112,20.034513610730656,20.068003140618703,20.057266604271362
120,24.89260796025749,24.999031614619987,24.975634231922104,25.03373056197265,25.012287368653745,19.876182591366554,19.92822745932648,19.992612061780072,20.00635557072287,20.02198476270413
121,24.979915848602104,24.9501670357546,24.94892971153744,25.113120964066034,25.045242972747637,19.95430743891718,19.977916014779893,20.03390912410448,20.097299476020165,19.95829434297047
122,24.93264690409004,25.016057812813205,25.000447064671757,24.96938276923772,25.06398079199118,19.992740728739495,20.111127129163908,19.956482097184953,20.0354960093388,20.01684375381653
123,25.012003289265948,25.012989692585133,25.033293474882306,25.1247202859593,24.93965292416582,20.080386791230772,19.957582117422024,20.02839514801615,19.940301387865006,19.95444311463477
124,25.02538002172931,24.97637317735055,24.94971550204595,24.962351703964593,25.017069541729114,19.975140797698334,20.04389700027884,19.998443833678152,19.961962764413823,20.062524655136126
125,24.985862105507078,24.952824968246308,25.028564812465945,24.973747751903062,25.020002448005744,20.04482062394766,19.946216582081053,20.007323090023235,19.934632311368734,20.1024988137214
126,24.967407289661953,24.959465799056755,25.022965127506193,24.97313501519064,24.996183484406107,19.88790213358866,20.047921782247997,20.004460735948246,19.98761721725663,20.006514386874734
127,24.98195411793695,24.931232932979995,24.927091962303262,24.961839189559335,24.93703786456702,20.082034739886847,19.969739743937218,19.96815747002984,20.022413197883946,20.013612949965065
128,24.96357242150711,24.947772961858377,25.031451655778927,25.010153148591765,24.97381621337496,19.901013584611157,20.01113951771808,19.994360852140872,20.028914706428196,20.021754085416266
129,24.94346277130737,24.901043801157773,25.024954163978375,25.007599086567417,25.0217096361142,19.96665966485058,20.095264738059353,19.945785710548904,19.96540189917007,20.087121227955485
130,24.946727894307244,25.00485402618591,25.026168830246515,24.95025513924845,24.915245069262994,20.011227767662223,20.06470777828021,19.99868375356035,19.998742448393745,20.02414621428802
131,24.913402832074997,25.002770888101434,24.990978228065284,24.99799488353261,24.945044828729635,19.973456387111668,19.949848238358157,20.0605761588786,20.103048978890286,19.96173172961003
132,24.88994927179535,24.986541693521968,24.966321059951323,24.925391702644283,25.045884263430786,19.941887798806977,20.03745818746949,20.066720549315534,20.051177319589215,19.953339065613637
133,24.9508850814202,24.918523199911384,24.950107725323875,24.99021110798487,24.968252172305842,19.884820977422613,20.080240154852845,19.938940631505208,20.11922653909768,20.086189709861173
134,25.070400932721338,24.901985953427733,25.00435013367619,25.055783013733997,24.89488514910851,19.999827785311858,20.026283501990836,20.019277583941133,20.00409064562424,19.892174692369014
135,24.898940377074357,24.92925532738295,24.899176315665976,24.976786666729705,24.95429342847571,19.999366205499676,19.971449090574726,19.91074678848937,19.98847975689123,20.101005931241414
136,24.94673597457872,25.034046872217075,24.985824814891803,25.035922062469464,25.045548310457765,20.042656123013003,19.97106080664711,19.996863162646253,19.967564700356622,19.99959485173769
137,24.974226901360094,24.93604754178163,24.89753433151554,24.93304606166796,24.946307557443383,19.94790736562742,19.88912455357224,19.975237139765646,19.972815791188744,19.9847815200618
138,24.80700727020502,24.93849192838699,24.91136311480218,25.03825665673415,24.933973662585228,20.04389929274145,19.981581817284003,19.985641663931276,19.94907841687305,20.01173640381014
139,25.006046531052124,24.911435902824717,24.952222550660167,24.875212594687387,24.975564568641104,19.980662024629844,20.059506882392782,19.950716079770217,20.031559251158832,19.979148748737607
140,24.885869371153113,24.96545918124174,24.98541551916584,24.923096306725483,24.899480158805446,19.940874867172543,19.994636912524875,19.973149549518844,20.00189726774418,19.921299961009062
141,24.854692176127628,24.934444637724567,24.890764598163802,24.83683664938641,24.89211819970615,20.024889014806956,20.052186124649058,20.07236541827655,19.96258662046749,19.88475495348546
142,24.837259957197194,24.879968719359034,24.94427419170924,24.843588205315157,24.903159570143227,19.96554801630068,19.943931071886897,20.009993670471573,19.96780580912799,19.932102557650794
143,24.89723822106823,24.84622647047322,24.935226223320683,24.884023067251196,24.84924673984117,19.962183083201854,20.003798538831354,19.98014913037761,20.009608018206805,20.01609288556894
144,24.902629116734683,24.857766840773177,24.849539566681745,24.946978571967616,24.74350848834748,19.98287031112809,19.943363450590304,19.96612534106562,19.985176015530726,20.023320525564607
145,24.79871249260459,24.850798915724322,24.843109675144433,24.89393283786137,24.852921026557752,20.043785532490233,20.038227777962533,19.940337795204453,20.05335030239624,20.05383048974099
146,24.8031777286579,24.872605388174154,24.953436865024784,24.85783889403511,24.83738922500986,20.064010146246854,19.974383334618963,19.922114427165912,19.94519076585584,19.948812889979347
147,24.760218418386504,24.838301754061398,24.810192885884657,24.79950547746261,24.785501917523376,19.92033938693651,19.991902244471824,19.965352747874054,19.97595509287718,20.03884804540019
148,24.845227863260053,24.778638049862604,24.794996681887284,24.788544802226024,24.770527473366716,19.969704386220233,20.021221422572715,19.967969181081546,19.986981121667757,20.011798024168357
149,24.740296199701785,24.79853902465092,24.764478089854098,24.67251686451684,24.797634535676266,20.15213337761828,19.934711046138627,20.050694122856726,20.064631334189972,20.04999064345416
150,24.74169419089684,24.714380657771475,24.752070019093914,24.79293557424012,24.707178959787658,19.972601327111473,20.013750768450127,19.95059475757129,20.032828677252514,19.963398314190016
151,24.736948113098045,24.71254470852319,24.74082221425484,24.763483631612655,24.719076601884915,19.92647426616945,20.038079410998556,20.012540012735784,20.049028753636886,19.995636991929167
152,24.71773702698487,24.754372210440742,24.72982117068918,24.676366597350412,24.787810215731618,20.001651910187128,20.046617205897,20.021762101030593,19.904342847913295,20.029308502727147
153,24.64736534861518,24.638008192740962,24.76591612522935,24.68608331364239,24.72243933413778,19.89566608090186,20.039494720251394,19.966204107311263,19.89101927195104,19.91951396348079
154,24.623742752812536,24.627368471089234,24.684809460941814,24.653521748207265,24.659831831386597,19.976017782371546,19.972335166784,19.951371093241047,20.07742717938239,19.997806917036563
155,24.61149348619676,24.685128742455877,24.6894236761802,24.63717208886879,24.681000319993117,20.011290566883517,20.01072092977051,20.063798290186732,19.930647211739128,20.0812382262344
156,24.5838078206537,24.62013464957268,24.686548283264674,24.55190378791744,24.60705125119673,19.937808480913613,20.02549486541614,20.003979829020228,19.964525816580935,20.11513922909069
157,24.597852014083077,24.59907519909268,24.54528980560249,24.585552198222242,24.593035908189087,19.961948236127316,20.002646846245526,20.124343440680672,20.016442632339363,20.044154420056735
158,24.63819543646971,24.601435621499647,24.581058914843656,24.522079948984935,24.600228524646965,20.059185807094657,20.048779461004848,20.02156633632182,20.021845524387132,19.892594159497854
159,24.56876017015543,24.5527704437097,24.605366208223035,24.547873945490633,24.573724079166638,20.003587218758287,20.017004815694392,20.018219921885112,19.938628465643237,20.028258363687257
160,24.575208479905832,24.600161407792196,24.51090756492484,24.477807998158106,24.584757837896923,20.01306855634534,19.95397938103546,19.97668191055211,19.989101614801346,20.033032920594408
161,24.54215040286493,24.340463628535947,24.521807314223807,24.56437927740636,24.496580102830823,19.98671692280245,20.02924906612751,19.965602427762423,19.99583790113928,20.02450516104756
162,24.440435186047953,24.457471496753197,24.542495583155432,24.408815747172042,24.52233084421364,20.00556618538072,19.96736837090176,19.98606233533931,19.975779804340235,19.97490931063449
163,24.329130845885196,24.49092451350021,24.44451135997901,24.37666328324912,24.529136682603795,19.966794639189853,19.94507762363584,20.027877420868897,19.985816866423146,20.063507094312886
164,24.428298909620036,24.391813714537065,24.443135855513283,24.460805694065968,24.41605185421804,19.95852488118089,19.93971569800873,20.042069258768898,20.01216409584323,20.024523174598247
165,24.308487080966223,24.309762398081435,24.40307020333215,24.321490223509002,24.46247268861308,20.047998788622877,20.03017210467913,19.968137219406795,20.01007662912872,19.97667983230571
166,24.404199089512602,24.34763989356465,24.389758124617437,24.337313829626442,24.347062082390444,20.031772339341746,20.049411111048514,19.969602164573004,20.07521827804824,20.168926633268292
167,24.31834447586093,24.328380437695984,24.311824262077117,24.283085738147616,24.281877541816236,20.051160346095912,20.003552928210127,19.913689759841485,19.90590454043077,19.964067244671895
168,24.28958789699121,24.276979971237495,24.29445668422129,24.291166230463073,24.312847841618506,19.989138740393983,20.036395627372766,20.026860209502985,19.970555079381388,19.9814670833465
